perf_key,song_name,tempo
70652717_49424281,stay with me,84.094
70652717_32580240,and i am telling you,123.068
70689366_23073154,wake me up,124.102
70689366_23460401,i wont give up,136.703
70689366_21747999,grenade,110.443
70689366_22506957,counting stars,122.017
70689366_21821589,grenade,110.443
70689366_22485008,i wont give up,136.703
70689366_31517067,drink a beer,77.961
70689366_23067987,airplanes,93.033
70689366_21624147,i wont give up,136.703
70689366_22484270,counting stars,122.017
70854121_44407652,the edge of glory,127.952
70854121_44957450,valerie,96.095
70854121_44755409,wake me up,124.102
70854121_45288103,applause,139.945
70854121_44766656,i believe i can fly,120.179
70854121_44777774,the little drummer boy,112.66
70854121_44443027,killing me softly,92.409
70854121_44771921,you and i,97.998
70854121_44445327,rehab,124.948
70854121_44545678,i wanna dance with somebody,118.814
70903164_31466836,clarity,128.0
70903164_30829647,let it go,147.464
70903164_30830264,let it go,147.464
70903164_30832307,let it go,147.464
70903164_45081601,let it go,147.464
70903164_24610535,just the way you are,109.012
70903164_42999512,let it go,147.464
70903164_33440690,let it go,147.464
70903164_28169274,part of your world,89.357
70903164_33966927,let it go,147.464
70916754_40133488,hit me with your best shot,127.402
70916754_29015896,part of your world,89.357
70916754_40966455,over the rainbow,85.6
70916754_29640706,girls just want have fun,120.372
70916754_29008598,crazy patsy,107.765
70916754_29011188,friends in low places,107.739
70916754_40477301,thats the way it is,93.04
70916754_37941776,the climb,161.074
70916754_29044163,wind beneath my wings,123.694
70916754_37599147,crazy patsy,107.765
70940743_24844289,silent night,75.205
70940743_24007423,danny boy,164.939
70940743_42185609,dark side,124.193
70940743_41487995,dark side,124.193
70940743_23355699,danny boy,164.939
70940743_23079319,danny boy,164.939
70940743_49985600,let it go,147.464
70940743_34071444,america the beautiful,78.709
70940743_23396757,america the beautiful,78.709
70940743_37006867,amazing grace elvis,183.461
70943421_35832208,pompeii,127.435
70943421_35346901,let it go,147.464
70943421_35350280,let it go,147.464
70943421_35351445,santeria,90.807
70943421_33591665,drink a beer,77.961
70943421_35351109,let her go,74.897
70943421_39592600,under the sea,99.722
70943421_39591156,under the sea,99.722
70943421_39590656,row row row your boat,75.997
70943421_28854779,all the small things,148.726
70945242_29961305,my heart will go on,99.195
70945242_31185406,all the man i need,150.888
70945242_39781835,over the rainbow,85.6
70945242_42797560,if i aint got you,118.393
70945242_37525921,killing me softly,92.409
70945242_37265912,you raise me up,118.086
70945242_42343559,from this moment,135.803
70945242_31089699,reflection,131.037
70945242_33012540,you are not alone,119.878
70945242_42791847,reflection,131.037
70957290_37521845,careless whisper,153.119
70957290_37810178,king of anything,119.003
70957290_38928427,radioactive,136.245
70957290_37524255,kryptonite,99.01
70957290_38358271,wake me up,124.102
70957290_37709984,breakeven,94.023
70957290_37525434,the way you look tony,111.996
70957290_37707910,how you remind me,172.094
70957290_42092234,because of you,140.039
70957290_46797739,fuckin perfect,182.015
71297232_24421780,forget you,145.992
71297232_25234215,part of your world,89.357
71297232_23964135,somebody to love,110.232
71297232_35259363,climax,122.912
71297232_28489203,adore you,119.759
71297232_33203981,let it go,147.464
71297232_33754064,let it go,147.464
71297232_31451446,best song ever,118.491
71297232_36760797,let it go,147.464
71297232_33203519,adore you,119.759
72087265_41313370,neon lights,125.928
72087265_42914893,if i aint got you,118.393
72087265_50950206,its all coming back,87.624
72087265_46331864,mamas broken heart,111.989
72087265_46732984,let it go,147.464
72087265_50974832,when i was your man,72.795
72087265_38410991,neon lights,125.928
72087265_38410727,the climb,161.074
72087265_41200249,landslide,159.375
72087265_50709015,all american girl,123.991
72214345_43100986,down,85.003
72214345_43074484,stay rihanna,111.927
72214345_43561144,betcha by golly wow,141.146
72214345_42978378,when i was your man,72.795
72214345_43189222,you are not alone,119.878
72214345_42976406,ben,118.068
72214345_42979059,apologize,117.995
72214345_43096324,you make me feel brand,75.589
72214345_43071281,wherever you will go,112.027
72214345_44097815,how to save a life,122.035
72479135_35851986,wind beneath my wings,123.694
72479135_23525784,grenade,110.443
72479135_22421926,jingle bell rock,73.564
72479135_23524746,radioactive,136.245
72479135_32262703,from this moment,135.803
72479135_22420064,from this moment,135.803
72479135_35355544,from this moment,135.803
72479135_23066356,a holly jolly christmas,140.352
72479135_35849796,crazy patsy,107.765
72479135_22420653,a holly jolly christmas,140.352
72574438_41155654,let it go,147.464
72574438_35104638,15 seconds of fame,99.959
72574438_25642130,when i was your man,72.795
72574438_21322963,when i was your man,72.795
72574438_36560218,treasure,116.017
72574438_49347134,gorilla,139.959
72574438_35288415,it will rain,150.017
72574438_27693351,hallelujah,147.986
72574438_43779970,let it go,147.464
72574438_29028606,you are not alone,119.878
72586418_47290705,im a slave 4 u,110.027
72586418_38695500,mamas broken heart,111.989
72586418_29698635,santeria,90.807
72586418_30074608,santeria,90.807
72586418_29723109,santeria,90.807
72586418_36593769,valerie,96.095
72586418_36195765,santeria,90.807
72586418_43319416,never say never,92.024
72586418_35881666,say something great big,141.284
72586418_47282438,at last,174.431
72745985_27931665,cups pitch perfect,129.964
72745985_45403560,total eclipse of heart,130.276
72745985_32489208,this love,131.974
72745985_43630309,summertime sadness,111.968
72745985_29601944,summertime sadness,111.968
72745985_32503586,killing me softly,92.409
72745985_45392869,kiss me ,149.936
72745985_32491677,stay rihanna,111.927
72745985_45395866,always on my mind,73.336
72745985_29391371,kiss me ,149.936
72880482_35132835,boyfriend,164.146
72880482_24277138,boyfriend,164.146
72880482_31791084,when i was your man,72.795
72880482_25058642,counting stars,122.017
72880482_31061449,for the first time,142.016
72880482_40475203,happy,83.096
72880482_34151547,you found me,151.994
72880482_32313135,i wont give up,136.703
72880482_34545802,home daughtry,143.904
72880482_24153718,you found me,151.994
72937871_31295732,hey there delilah,103.973
72937871_44986806,let it go,147.464
72937871_30999726,let her go,74.897
72937871_31254965,i want it that way,99.031
72937871_31322588,say something great big,141.284
72937871_31304586,i wont give up,136.703
72937871_31751027,summertime sadness,111.968
72937871_31757053,this love,131.974
72937871_31760731,how to save a life,122.035
72937871_47001819,how to save a life,122.035
73260958_39878339,hero mariah carey,119.987
73260958_39881984,ironic,85.482
73260958_40652595,stay rihanna,111.927
73260958_38810578,more than words,91.769
73260958_39876182,fallin for you,117.043
73260958_40366332,uninvited,127.416
73260958_38772041,dont know why,88.174
73260958_34587622,stay,85.913
73260958_34760446,give your heart a break,123.026
73260958_38593403,cups pitch perfect,129.964
73267031_39095341,count on me,89.044
73267031_37852166,beautiful,92.977
73267031_36446099,young girls,145.992
73267031_40012697,love you like a love song,117.009
73267031_44611081,human,94.01
73267031_39883638,say something great big,141.284
73267031_33364330,burn,184.353
73267031_31704560,she will be loved,102.002
73267031_33911902,clarity,128.0
73267031_32963197,born this way,123.907
73756040_31049625,zombie,166.96
73756040_43723624,ironic,85.482
73756040_30286268,you found me,151.994
73756040_30283327,home phillip phillips,121.029
73756040_30824834,closing time,92.124
73756040_30282305,im yours,150.953
73756040_31055671,hallelujah,147.986
73756040_43574492,let it go,147.464
73756040_30591026,let her go,74.897
73756040_43727828,hand in my pocket,92.259
73858697_30772845,bubbly,127.97
73858697_30821809,i look to you,135.893
73858697_31957489,adore you,119.759
73858697_48116293,at last,174.431
73858697_42631183,if i aint got you,118.393
73858697_46029654,ill be,159.909
73858697_47759843,stay with me,84.094
73858697_48305043,at last,174.431
73858697_50445368,the way i am,114.966
73858697_41816169,just the way you are,109.012
73858852_22996229,kiss the girl,134.92
73858852_22995792,it will rain,150.017
73858852_27027979,do you hear what i hear,101.529
73858852_25194155,do you hear what i hear,101.529
73858852_26309492,two black cadillacs,119.991
73858852_25184743,the a team,84.996
73858852_26440622,how to save a life,122.035
73858852_22243610,do you hear what i hear,101.529
73858852_22730659,it will rain,150.017
73858852_22211340,do you hear what i hear,101.529
73928485_43591418,killing me softly,92.409
73928485_44505257,summertime sadness,111.968
73928485_46329753,adore you,119.759
73928485_46681905,killing me softly,92.409
73928485_24504922,adore you,119.759
73928485_24569766,radioactive,136.245
73928485_39497885,the worst,103.408
73928485_39385939,the worst,103.408
73928485_39500245,stronger,103.992
73928485_44505961,adorn,179.063
74012845_34355449,the a team,84.996
74012845_37566318,demons,89.938
74012845_34108038,pompeii,127.435
74012845_34427070,pompeii,127.435
74012845_34450688,i wont give up,136.703
74012845_25288024,i wont give up,136.703
74012845_44104760,hey brother,124.943
74012845_34426745,the a team,84.996
74012845_44101222,more than words,91.769
74012845_35072314,the a team,84.996
74210056_34114564,cups pitch perfect,129.964
74210056_34114938,i dreamed a dream,90.488
74210056_24195427,stay rihanna,111.927
74210056_27782237,need you now,107.943
74210056_23960030,the little drummer boy,112.66
74210056_34114018,say something great big,141.284
74210056_27783079,part of your world,89.357
74210056_33566913,say something great big,141.284
74210056_23094058,the rose,106.05
74210056_44093868,the worst,103.408
74313351_47347571,human,94.01
74313351_47163980,i dreamed a dream,90.488
74313351_31383695,king of anything,119.003
74313351_47344461,secrets,89.949
74313351_48410443,it will rain,150.017
74313351_46970274,fireflies,90.002
74313351_31384809,love song,123.052
74313351_31282693,bubbly,127.97
74313351_31279801,say something great big,141.284
74313351_46388979,good girl,80.512
74354003_44511279,human,94.01
74354003_40119042,neon lights,125.928
74354003_36246092,you raise me up,118.086
74354003_38635766,always be my baby,78.946
74354003_36243532,before he cheats,147.905
74354003_40916865,cant remember to forget,137.968
74354003_36245418,apologize,117.995
74354003_40387769,let it go,147.464
74354003_44359989,human,94.01
74354003_40923891,marry you,144.926
74363136_40656583,stay rihanna,111.927
74363136_40670591,dont rain on my parade,79.666
74363136_28181133,house of the rising sun,117.2
74363136_28182709,crazy patsy,107.765
74363136_40665067,grenade,110.443
74363136_40670733,over the rainbow,85.6
74363136_38769098,killing me softly,92.409
74363136_38774085,say something great big,141.284
74363136_42349314,baby love,106.05
74363136_38778318,i want to hold your hand,130.726
74371576_34025422,top of the world,100.048
74371576_48293169,top of the world,100.048
74371576_44321919,lean on me,75.16
74371576_48853606,top of the world,100.048
74371576_34026835,this little light of mine,111.91
74371576_33626916,all out of love,108.381
74371576_41400444,all by myself,118.556
74371576_41401094,amazing grace elvis,183.461
74371576_41401837,amazing grace elvis,183.461
74371576_34337679,all by myself,118.556
74447462_46618990,it will rain,150.017
74447462_50327046,say something great big,141.284
74447462_35700185,say something great big,141.284
74447462_24305287,the climb,161.074
74447462_47738120,beautiful,92.977
74447462_25027492,the edge of glory,127.952
74447462_27532202,this love,131.974
74447462_24468204,i believe i can fly,120.179
74447462_49193092,radioactive,136.245
74447462_28146692,alejandro,98.986
74471372_27727681,crazy patsy,107.765
74471372_46227473,say something great big,141.284
74471372_25674207,danny boy,164.939
74471372_28042025,endless love,93.633
74471372_25686393,hallelujah,147.986
74471372_25775599,endless love,93.633
74471372_28038208,crazy patsy,107.765
74471372_50902164,always on my mind,73.336
74471372_26561450,endless love,93.633
74471372_28422839,ben,118.068
74487811_44371226,over the rainbow,85.6
74487811_44366385,no air,160.033
74487811_40423706,you are not alone,119.878
74487811_42693308,if i aint got you,118.393
74487811_47778094,you know im no good,103.383
74487811_42386710,my heart will go on,99.195
74487811_40693174,hero mariah carey,119.987
74487811_42852156,stand by me,118.068
74487811_45040651,love the way you lie,86.989
74487811_41663826,you raise me up,118.086
74497445_26700376,radioactive,136.245
74497445_24609527,radioactive,136.245
74497445_22814029,i wont give up,136.703
74497445_26183265,let her go,74.897
74497445_30819071,can you feel the love tonight,166.765
74497445_42924521,amazing grace elvis,183.461
74497445_43342511,hallelujah,147.986
74497445_35464728,radioactive,136.245
74497445_32268505,can you feel the love tonight,166.765
74497445_33570167,say something great big,141.284
74530905_44861956,name,134.17
74530905_40977444,say something great big,141.284
74530905_40987217,hey there delilah,103.973
74530905_44704993,say something great big,141.284
74530905_40128867,stay rihanna,111.927
74530905_40123422,stand by me,118.068
74530905_40048686,friends in low places,107.739
74530905_40130352,cooler than me,129.969
74530905_40081867,you are so beautiful,101.038
74530905_40118761,how you remind me,172.094
74722663_33334562,part of your world,89.357
74722663_32529257,i wont give up,136.703
74722663_27431174,the climb,161.074
74722663_33341257,let it go,147.464
74722663_22156450,the climb,161.074
74722663_40600599,the climb,161.074
74722663_25536377,it will rain,150.017
74722663_24542905,it will rain,150.017
74722663_22939273,the climb,161.074
74722663_30013977,counting stars,122.017
74796733_39846899,beautiful,92.977
74796733_47448748,my heart will go on,99.195
74796733_48699400,apologize,117.995
74796733_47446063,hallelujah,147.986
74796733_50639321,all by myself,118.556
74796733_48908931,apologize,117.995
74796733_47444212,apologize,117.995
74796733_39848858,one of us,82.228
74796733_48912060,all by myself,118.556
74796733_48693983,my heart will go on,99.195
75503592_26541239,good girl,80.512
75503592_22912325,the edge of glory,127.952
75503592_30335165,because of you,140.039
75503592_33414792,over the rainbow,85.6
75503592_39333106,heart attack,173.968
75503592_22970921,jesus take the wheel,76.572
75503592_40305757,let it go,147.464
75503592_40307137,how great thou art,129.252
75503592_22904305,reflection,131.037
75503592_32854828,the greatest love of all,130.961
75607754_32616797,let it go,147.464
75607754_34702871,sometimes,95.996
75607754_34879298,lucky bs,116.5
75607754_34878541,stronger,103.992
75607754_35008938,dont know why,88.174
75607754_32684269,wind beneath my wings,123.694
75607754_38766161,over the rainbow,85.6
75607754_41834103,i hope you dance,151.328
75607754_37016935,from this moment,135.803
75607754_34000159,row row row your boat,75.997
75783586_46235354,if i aint got you,118.393
75783586_29577344,because of you,140.039
75783586_37421495,reflection,131.037
75783586_36254527,counting stars,122.017
75783586_36254256,counting stars,122.017
75783586_50725529,stay with me,84.094
75783586_36254838,burn,184.353
75783586_50117323,stay with me,84.094
75783586_49639693,if i aint got you,118.393
75783586_28945512,hero mariah carey,119.987
75797746_33887800,part of your world,89.357
75797746_30903632,when i was your man,72.795
75797746_35306244,wind beneath my wings,123.694
75797746_33037351,i believe i can fly,120.179
75797746_30938639,killing me softly,92.409
75797746_35223751,you are so beautiful,101.038
75797746_34380902,call me maybe,120.069
75797746_31036790,say something great big,141.284
75797746_30902683,stay rihanna,111.927
75797746_33277415,stand by me,118.068
75805353_36767064,let it go,147.464
75805353_45893569,adore you,119.759
75805353_46257908,young girls,145.992
75805353_46070474,apologize,117.995
75805353_29675517,counting stars,122.017
75805353_47023363,young girls,145.992
75805353_49730982,locked out of heaven,143.994
75805353_47999538,human,94.01
75805353_45892355,radioactive,136.245
75805353_46429515,demons,89.938
75885060_31703017,15 seconds of fame,99.959
75885060_30388873,fly away,164.418
75885060_31707073,15 seconds of fame,99.959
75885060_30363078,fly away,164.418
75885060_30371101,fly away,164.418
75885060_30380543,fly away,164.418
75885060_30351199,bingo,127.975
75885060_30372467,row row row your boat,75.997
75885060_30372953,row row row your boat,75.997
75885060_31764175,15 seconds of fame,99.959
75944924_25683077,behind blue eyes,128.592
75944924_25737885,demons,89.938
75944924_25688548,heart attack,173.968
75944924_25832153,i wont give up,136.703
75944924_25744733,apologize,117.995
75944924_25736851,cups pitch perfect,129.964
75944924_26739214,adore you,119.759
75944924_25742559,bad romance,118.99
75944924_25736397,adore you,119.759
75944924_28503999,you found me,151.994
76142251_30662177,let it go,147.464
76142251_42467176,part of your world,89.357
76142251_23426902,o holy night,77.368
76142251_33135235,super bass,126.991
76142251_24692184,want u back,97.939
76142251_38500225,part of your world,89.357
76142251_36856485,my heart will go on,99.195
76142251_49827016,billionaire,86.776
76142251_50735438,part of your world,89.357
76142251_27438173,hallelujah,147.986
76219649_44917653,counting stars,122.017
76219649_32898596,one thing,88.042
76219649_46387361,cant remember to forget,137.968
76219649_22077588,safe and sound capital,117.948
76219649_22738555,fuckin perfect,182.015
76219649_31481758,hey there delilah,103.973
76219649_30800727,naturally,126.99
76219649_46388191,human,94.01
76219649_44752311,counting stars,122.017
76219649_44746766,heart attack,173.968
76265940_45372224,let it go,147.464
76265940_32216947,castle on a cloud,54.574
76265940_31453316,i wont give up,136.703
76265940_31539551,baby one more time,92.96
76265940_46838573,airplanes,93.033
76265940_31539825,oops i did it again,95.053
76265940_31532421,my heart will go on,99.195
76265940_31339607,on my own,112.663
76265940_50109670,over the rainbow,85.6
76265940_32350180,its all coming back,87.624
76372008_50535080,let it go,147.464
76372008_38760746,my heart will go on,99.195
76372008_43117106,i dreamed a dream,90.488
76372008_37855750,part of your world,89.357
76372008_37108106,let it go,147.464
76372008_41255955,let it go,147.464
76372008_37100859,dont rain on my parade,79.666
76372008_41257240,let it go,147.464
76372008_22558055,stand by me,118.068
76372008_46773525,i dreamed a dream,90.488
76495765_30821910,wont go home without you,110.023
76495765_30731915,wont go home without you,110.023
76495765_30730052,wont go home without you,110.023
76495765_38355252,let her go,74.897
76495765_30733766,15 seconds of fame,99.959
76495765_30723228,wont go home without you,110.023
76495765_30733438,15 seconds of fame,99.959
76495765_30657674,this little light of mine,111.91
76495765_30824548,fly away,164.418
76495765_30906229,wont go home without you,110.023
76535424_38635925,aint no sunshine,79.593
76535424_38637755,landslide,159.375
76535424_38622568,you know im no good,103.383
76535424_38632253,alone heart,175.088
76535424_38656224,cups pitch perfect,129.964
76535424_38639207,more than words,91.769
76535424_38636766,valerie,96.095
76535424_38906798,somebody to love,110.232
76535424_38906333,all by myself,118.556
76535424_38629537,the greatest love of all,130.961
76545172_38884642,the edge of glory,127.952
76545172_39743340,stay,85.913
76545172_35852306,ironic,85.482
76545172_35853785,one of us,82.228
76545172_28805448,you are not alone,119.878
76545172_49363648,wind beneath my wings,123.694
76545172_49368867,burn,184.353
76545172_30977694,part of your world,89.357
76545172_30981875,you are not alone,119.878
76545172_35852876,stay,85.913
76571844_48692376,have i told you lately,143.78
76571844_24429366,stay rihanna,111.927
76571844_41392165,i dreamed a dream,90.488
76571844_41393408,ironic,85.482
76571844_21829291,hit me with your best shot,127.402
76571844_49048394,i dreamed a dream,90.488
76571844_41321213,the one i love,127.861
76571844_37485287,i dreamed a dream,90.488
76571844_49045875,true colors,76.669
76571844_41321982,amazing grace elvis,183.461
76644682_45705966,my heart will go on,99.195
76644682_46727530,every rose has its thorn,140.167
76644682_45515677,at last,174.431
76644682_50887761,over the rainbow,85.6
76644682_46680161,how you remind me,172.094
76644682_45902831,say something great big,141.284
76644682_45544284,circle of life,83.307
76644682_50887420,at last,174.431
76644682_50857346,blurred lines,120.002
76644682_45521939,say something great big,141.284
76694768_42312832,pompeii,127.435
76694768_46052276,a thousand miles,94.931
76694768_39677274,let her go,74.897
76694768_46042539,wont go home without you,110.023
76694768_49451277,secrets,89.949
76694768_43128983,you raise me up,118.086
76694768_47023627,bubbly,127.97
